type,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,sulfur_dioxide_ratio
0,7.2,0.2,0.38,1.0,0.037000000000000005,74.0,0.9918,3.21,0.37,11.0,0,0.28378378378378377
0,7.7,0.25,0.43,4.5,0.062,115.0,0.9966,3.38,0.5,9.9,1,0.17391304347826086
0,8.2,0.61,0.45,5.4,0.03,118.0,0.9954,3.14,0.34,9.6,0,0.1271186440677966
0,7.6,0.21,0.44,1.9,0.036000000000000004,119.0,0.9913,3.01,0.7,12.8,1,0.08403361344537816
0,7.4,0.22,0.33,2.0,0.045,101.0,0.9931,3.42,0.55,11.4,0,0.3069306930693069
0,7.2,0.26,0.26,12.7,0.036000000000000004,214.0,0.9986,3.41,0.5,10.0,1,0.22897196261682243
0,6.4,0.25,0.41,8.6,0.042,173.0,0.9965,3.0,0.44,9.1,0,0.32947976878612717
0,6.3,0.32,0.35,11.1,0.039,198.0,0.9984,3.36,0.5,9.4,1,0.14646464646464646
0,6.8,0.25,0.29,2.0,0.042,189.0,0.9952,3.46,0.54,10.2,1,0.10052910052910052
0,7.2,0.2,0.25,4.5,0.044000000000000004,109.0,0.9949,3.23,0.36,9.4,0,0.28440366972477066
0,7.5,0.42,0.45,9.1,0.028999999999999998,125.0,0.996,3.12,0.36,10.1,1,0.16
0,6.4,0.26,0.3,2.2,0.025,134.0,0.992,3.21,0.47,10.6,1,0.2462686567164179
0,7.9,0.46,0.32,4.1,0.033,138.0,0.9912,3.18,0.44,12.8,1,0.2898550724637681
0,6.5,0.41,0.64,11.8,0.065,225.0,0.9978,3.12,0.51,8.9,0,0.28888888888888886
0,7.5,0.32,0.37,1.2,0.048,184.0,0.9938,3.09,0.43,9.3,0,0.11956521739130435
0,6.6,0.21,0.38,2.2,0.026000000000000002,104.0,0.9914,3.25,0.4,11.1,1,0.38461538461538464
0,7.1,0.21,0.3,1.4,0.037000000000000005,143.0,0.9932,3.13,0.33,9.9,1,0.3146853146853147
0,7.6,0.26,0.47,1.6,0.068,55.0,0.9944,3.1,0.45,9.6,0,0.09090909090909091
0,6.9,0.25,0.26,5.2,0.024,135.0,0.9948,3.16,0.72,10.7,1,0.26666666666666666
0,7.1,0.26,0.32,14.45,0.07400000000000001,107.0,0.998,2.96,0.42,9.2,1,0.27102803738317754
0,7.3,0.22,0.4,14.75,0.042,129.5,0.9998,3.36,0.41,9.1,1,0.3436293436293436
0,6.2,0.37,0.22,8.3,0.025,216.0,0.9964,3.33,0.6,9.6,1,0.16666666666666666
0,7.9,0.22,0.45,14.2,0.038,141.0,0.9992,3.03,0.46,9.2,1,0.375886524822695
0,7.4,0.25,0.37,6.9,0.02,93.0,0.9939,3.0,0.48,10.7,1,0.15053763440860216
0,6.8,0.18,0.37,1.5,0.027000000000000003,93.0,0.992,3.3,0.45,10.8,1,0.3978494623655914
0,7.0,0.17,0.37,1.5,0.027999999999999997,75.0,0.9922,3.3,0.46,10.8,1,0.3466666666666667
0,6.4,0.3,0.38,7.8,0.046,192.0,0.9955,3.1,0.37,9.0,0,0.18229166666666666
0,5.0,0.33,0.16,1.5,0.049,97.0,0.9917,3.48,0.44,10.7,1,0.10309278350515463
0,8.9,0.33,0.32,1.5,0.047,200.0,0.9954,3.19,0.46,9.4,0,0.055
0,7.0,0.26,0.46,15.55,0.037000000000000005,171.0,0.9986,2.94,0.35,8.8,1,0.3567251461988304
0,6.3,0.21,0.4,1.7,0.031,134.0,0.9917,3.42,0.49,11.5,1,0.3582089552238806
0,8.0,0.23,0.46,1.5,0.03,125.0,0.9907,3.23,0.47,12.5,1,0.24
0,9.2,0.28,0.41,1.0,0.042,59.0,0.9922,2.96,0.25,10.5,1,0.23728813559322035
0,7.3,0.27,0.39,6.7,0.064,188.0,0.9958,3.29,0.3,9.7,0,0.14893617021276595
0,7.6,0.32,0.36,1.6,0.04,155.0,0.993,3.23,0.52,11.3,1,0.2064516129032258
0,8.0,0.28,0.42,7.1,0.045,169.0,0.9959,3.17,0.43,10.6,0,0.24260355029585798
0,8.2,0.37,0.36,1.0,0.034,93.0,0.9906,3.04,0.32,11.7,1,0.1827956989247312
0,7.2,0.26,0.44,7.1,0.027000000000000003,126.0,0.993,3.02,0.34,11.1,1,0.1984126984126984
0,6.4,0.23,0.33,1.15,0.044000000000000004,217.5,0.992,3.33,0.44,11.0,1,0.07126436781609195
0,5.9,0.4,0.32,6.0,0.034,127.0,0.992,3.51,0.58,12.5,1,0.3937007874015748
0,7.6,0.28,0.39,1.2,0.038,115.0,0.9940000000000001,3.16,0.67,10.0,1,0.1826086956521739
0,7.2,0.23,0.39,2.3,0.033,102.0,0.9908,3.26,0.54,12.3,1,0.28431372549019607
0,6.8,0.32,0.37,3.4,0.023,87.0,0.9902,3.14,0.53,12.7,1,0.21839080459770116
0,6.9,0.18,0.38,6.5,0.039,110.0,0.9943,3.1,0.42,10.5,0,0.18181818181818182
0,9.4,0.26,0.53,1.2,0.047,109.0,0.9921,3.23,0.28,12.5,1,0.22935779816513763
0,8.3,0.33,0.42,1.15,0.033,96.0,0.9911,3.2,0.32,12.4,0,0.1875
0,7.3,0.29,0.3,13.0,0.043,238.0,0.9986,3.06,0.41,8.7,1,0.19327731092436976
0,7.9,0.41,0.37,4.5,0.03,114.0,0.992,3.17,0.54,12.4,1,0.3508771929824561
0,7.9,0.44,0.37,5.85,0.033,93.0,0.992,3.16,0.54,12.6,1,0.2903225806451613
0,7.7,0.39,0.3,5.2,0.037000000000000005,131.0,0.9943,3.38,0.44,11.0,1,0.22137404580152673
0,7.7,0.26,0.31,1.3,0.043,155.0,0.9937,3.42,0.5,10.1,1,0.3032258064516129
0,7.8,0.32,0.31,1.7,0.036000000000000004,195.0,0.993,3.03,0.48,10.5,0,0.2358974358974359
0,7.3,0.24,0.39,3.6,0.024,116.0,0.9928,3.17,0.51,10.9,0,0.3017241379310345
0,7.1,0.44,0.37,2.7,0.040999999999999995,128.0,0.9896,3.07,0.43,13.5,1,0.2734375
0,7.9,0.14,0.28,1.8,0.040999999999999995,178.0,0.9954,3.45,0.43,9.2,1,0.24719101123595505
0,7.4,0.18,0.42,2.1,0.036000000000000004,187.0,0.9938,3.4,0.41,10.6,1,0.17647058823529413
0,8.1,0.43,0.42,6.6,0.033,141.0,0.9918,2.98,0.39,13.3,1,0.2553191489361702
0,6.4,0.26,0.22,5.1,0.037000000000000005,131.0,0.9944,3.29,0.32,10.1,0,0.17557251908396945
0,8.0,0.2,0.4,5.2,0.055,167.0,0.9953,3.18,0.4,10.6,1,0.24550898203592814
0,7.2,0.21,0.34,1.1,0.046,80.0,0.992,3.25,0.4,11.3,1,0.3125
0,7.2,0.18,0.31,1.1,0.045,73.0,0.9925,3.32,0.4,10.8,1,0.273972602739726
0,8.4,0.57,0.44,10.7,0.051,195.0,0.9981,3.15,0.51,10.4,0,0.2358974358974359
0,5.7,0.245,0.33,1.1,0.049,150.0,0.9927,3.13,0.42,9.3,0,0.18666666666666668
0,5.6,0.245,0.32,1.1,0.047,152.0,0.9927,3.12,0.42,9.3,1,0.15789473684210525
0,7.3,0.25,0.41,1.8,0.037000000000000005,165.0,0.9911,3.29,0.39,12.2,1,0.3151515151515151
0,6.4,0.17,0.27,6.7,0.036000000000000004,223.0,0.9948,3.28,0.35,10.2,1,0.39461883408071746
0,6.9,0.29,0.16,6.8,0.034,212.0,0.9955,3.08,0.39,9.0,1,0.30660377358490565
0,6.2,0.21,0.38,6.8,0.036000000000000004,245.0,0.9951,3.06,0.36,9.3,1,0.2612244897959184
0,6.4,0.23,0.3,7.1,0.037000000000000005,236.0,0.9952,3.06,0.34,9.2,1,0.2669491525423729
0,9.6,0.29,0.46,1.45,0.039,223.0,0.9944,2.92,0.46,9.5,1,0.3475336322869955
0,7.2,0.14,0.35,1.2,0.036000000000000004,73.0,0.9938,3.46,0.39,9.9,0,0.2054794520547945
0,6.9,0.31,0.34,7.4,0.059000000000000004,174.0,0.9963,3.46,0.62,11.1,1,0.20689655172413793
0,7.5,0.28,0.34,4.2,0.027999999999999997,116.0,0.991,2.99,0.41,12.3,1,0.3103448275862069
0,8.0,0.22,0.42,14.6,0.044000000000000004,163.0,1.0003,3.21,0.69,8.6,1,0.27607361963190186
0,7.6,0.31,0.29,10.5,0.04,145.0,0.9966,3.04,0.35,9.4,0,0.14482758620689656
0,8.4,0.35,0.56,13.8,0.048,190.0,0.9993,3.07,0.58,9.4,1,0.2894736842105263
0,8.1,0.5,0.47,1.1,0.037000000000000005,126.0,0.9938,3.21,0.42,10.9,0,0.18253968253968253
0,6.2,0.22,0.27,1.5,0.064,132.0,0.9938,3.22,0.46,9.2,1,0.15151515151515152
0,7.0,0.24,0.36,4.9,0.083,133.0,0.9942,3.33,0.37,10.8,1,0.07518796992481203
0,6.6,0.27,0.3,1.9,0.025,153.0,0.9928,3.29,0.62,10.5,1,0.0915032679738562
0,7.8,0.16,0.41,1.7,0.026000000000000002,140.0,0.991,3.02,0.78,12.5,1,0.20714285714285716
0,7.7,0.27,0.34,1.8,0.027999999999999997,168.0,0.9911,2.99,0.48,12.1,1,0.15476190476190477
0,8.0,0.45,0.36,8.8,0.026000000000000002,151.0,0.9927,3.07,0.25,12.7,1,0.33112582781456956
0,6.6,0.16,0.29,1.8,0.05,147.0,0.9912,3.06,0.44,11.4,1,0.272108843537415
0,8.3,0.21,0.4,1.6,0.032,110.0,0.9907,3.02,0.6,12.9,1,0.3181818181818182
0,7.2,0.32,0.33,1.4,0.028999999999999998,109.0,0.9902,3.15,0.51,12.8,1,0.26605504587155965
0,6.6,0.16,0.3,1.6,0.034,78.0,0.992,3.38,0.44,11.2,1,0.19230769230769232
0,8.4,0.16,0.33,1.5,0.033,98.0,0.9940000000000001,3.14,0.42,9.7,1,0.16326530612244897
0,7.5,0.23,0.32,9.2,0.038,191.0,0.9966,3.04,0.56,9.7,1,0.28272251308900526
0,6.2,0.17,0.3,1.1,0.037000000000000005,79.0,0.993,3.5,0.54,10.3,1,0.17721518987341772
0,7.5,0.38,0.33,5.0,0.045,131.0,0.9942,3.32,0.44,10.9,1,0.22900763358778625
0,7.3,0.42,0.38,6.8,0.045,122.0,0.9925,3.19,0.37,12.6,1,0.23770491803278687
0,7.3,0.34,0.39,5.2,0.04,163.0,0.9925,3.3,0.47,12.4,1,0.27607361963190186
0,7.8,0.23,0.28,4.75,0.042,166.0,0.9928,2.96,0.4,11.5,0,0.2710843373493976
0,9.0,0.245,0.38,5.9,0.045,159.0,0.995,2.93,0.35,10.2,1,0.3270440251572327
0,6.9,0.2,0.4,7.7,0.032,176.0,0.9939,3.22,0.27,11.4,0,0.2897727272727273
0,7.4,0.19,0.42,6.4,0.067,212.0,0.9958,3.3,0.33,9.6,1,0.18396226415094338
0,8.2,0.2,0.36,8.1,0.035,163.0,0.9952,3.05,0.3,10.3,1,0.36809815950920244
0,7.9,0.14,0.45,1.8,0.05,114.0,0.9948,3.33,0.49,10.7,1,0.14912280701754385
0,6.8,0.24,0.4,1.8,0.047,105.0,0.99,3.13,0.49,12.8,1,0.3238095238095238
0,9.4,0.17,0.55,1.6,0.049,94.0,0.9949,3.02,0.61,10.3,1,0.14893617021276595
0,5.2,0.365,0.08,13.5,0.040999999999999995,142.0,0.997,3.46,0.39,9.9,1,0.2605633802816901
0,6.3,0.23,0.22,3.75,0.039,116.0,0.9927,3.23,0.5,10.7,1,0.31896551724137934
0,9.6,0.25,0.54,1.3,0.04,160.0,0.9938,2.94,0.43,10.5,0,0.1
0,9.2,0.32,0.42,1.3,0.046,186.0,0.9949,3.08,0.48,9.6,0,0.07526881720430108
0,6.4,0.31,0.4,6.2,0.04,169.0,0.9953,3.15,0.46,9.3,1,0.27218934911242604
0,8.1,0.2,0.36,9.7,0.044000000000000004,162.0,0.997,3.1,0.46,10.0,1,0.3888888888888889
0,7.9,0.255,0.26,2.0,0.026000000000000002,190.0,0.9932,3.04,0.39,11.2,1,0.21052631578947367
0,7.0,0.15,0.34,1.4,0.039,177.0,0.9927,3.32,0.62,10.8,0,0.11864406779661017
0,6.4,0.15,0.31,1.1,0.044000000000000004,96.0,0.9932,3.54,0.51,10.3,1,0.2604166666666667
0,6.4,0.25,0.53,6.6,0.038,234.0,0.9955,3.03,0.42,8.8,0,0.25213675213675213
0,7.6,0.19,0.42,1.5,0.044000000000000004,114.0,0.9914,3.04,0.74,12.8,1,0.05263157894736842
0,7.3,0.43,0.37,4.6,0.027999999999999997,114.0,0.991,3.23,0.43,13.2,1,0.14912280701754385
0,5.1,0.31,0.3,0.9,0.037000000000000005,152.0,0.992,3.54,0.56,10.1,1,0.18421052631578946
0,6.2,0.2,0.26,1.7,0.09300000000000001,161.0,0.9924,3.44,0.66,11.0,0,0.2484472049689441
0,6.9,0.16,0.35,1.3,0.043,182.0,0.9927,3.25,0.62,10.8,1,0.11538461538461539
0,7.7,0.32,0.48,2.3,0.04,114.0,0.9911,3.2,0.52,12.8,1,0.24561403508771928
0,6.8,0.26,0.33,1.5,0.047,167.0,0.9928,3.12,0.44,10.5,1,0.2634730538922156
0,5.2,0.37,0.33,1.2,0.027999999999999997,81.0,0.9902,3.37,0.38,11.7,1,0.16049382716049382
0,8.4,0.19,0.43,2.1,0.052000000000000005,104.0,0.9940000000000001,2.85,0.46,9.5,0,0.19230769230769232
0,8.3,0.21,0.41,2.2,0.05,108.0,0.9940000000000001,2.85,0.45,9.5,0,0.2222222222222222
0,6.8,0.15,0.32,8.8,0.057999999999999996,110.0,0.9972,3.4,0.4,8.8,1,0.21818181818181817
0,7.8,0.21,0.39,1.8,0.034,180.0,0.991,3.09,0.75,12.6,1,0.34444444444444444
0,9.0,0.24,0.5,1.2,0.048,107.0,0.9918,3.21,0.34,12.4,1,0.24299065420560748
0,5.7,0.21,0.24,2.3,0.047,189.0,0.995,3.65,0.72,10.1,1,0.31746031746031744
0,7.8,0.29,0.36,7.0,0.042,161.0,0.9941,3.26,0.37,11.2,1,0.2360248447204969
0,6.7,0.18,0.3,6.4,0.048,251.0,0.9956,3.29,0.52,10.0,0,0.1593625498007968
0,8.4,0.58,0.27,12.15,0.033,116.0,0.9959,2.99,0.39,10.8,1,0.31896551724137934
0,7.2,0.16,0.32,0.8,0.04,121.0,0.9922,3.27,0.33,10.0,1,0.4132231404958678
0,7.6,0.54,0.23,2.0,0.028999999999999998,151.0,0.9931,3.04,0.33,10.4,0,0.08609271523178808
0,6.6,0.25,0.31,12.4,0.059000000000000004,181.0,0.9984,3.51,0.47,9.8,1,0.287292817679558
0,7.3,0.23,0.37,1.9,0.040999999999999995,165.0,0.9908,3.26,0.4,12.2,1,0.3090909090909091
0,7.3,0.39,0.37,1.1,0.043,113.0,0.991,3.39,0.48,12.7,1,0.3185840707964602
0,7.0,0.46,0.39,6.2,0.039,163.0,0.9928,3.21,0.35,12.2,1,0.2822085889570552
0,8.2,0.35,0.4,6.3,0.039,162.0,0.9936,3.15,0.34,11.9,1,0.21604938271604937
0,9.2,0.35,0.39,0.9,0.042,61.0,0.9924,2.96,0.28,10.4,0,0.2459016393442623
0,8.0,0.57,0.39,3.9,0.034,122.0,0.9917,3.29,0.67,12.8,1,0.18032786885245902
0,6.5,0.37,0.33,3.9,0.027000000000000003,130.0,0.9906,3.28,0.39,12.7,1,0.3076923076923077
0,7.8,0.13,0.3,1.8,0.04,179.0,0.9955,3.43,0.41,9.0,0,0.24022346368715083
0,7.6,0.19,0.41,1.1,0.04,143.0,0.9907,2.92,0.42,11.4,0,0.26573426573426573
0,7.3,0.22,0.41,15.4,0.05,191.0,1.0,3.32,0.59,8.9,1,0.2879581151832461
0,6.3,0.29,0.4,6.5,0.039,167.0,0.9953,3.15,0.44,9.3,1,0.25748502994011974
0,6.8,0.35,0.32,2.4,0.048,103.0,0.9911,3.28,0.46,12.0,1,0.33980582524271846
0,6.5,0.19,0.32,1.4,0.04,132.0,0.9922,3.36,0.54,10.8,1,0.23484848484848486
0,6.2,0.12,0.26,5.7,0.044000000000000004,158.0,0.9951,3.52,0.37,10.5,1,0.35443037974683544
0,6.0,0.13,0.28,5.7,0.038,189.5,0.9948,3.59,0.43,10.6,1,0.2955145118733509
0,6.4,0.25,0.33,1.4,0.04,115.0,0.9906,3.19,0.48,11.3,1,0.3652173913043478
0,6.9,0.32,0.16,1.4,0.051,96.0,0.9940000000000001,3.22,0.38,9.5,0,0.15625
0,6.7,0.13,0.28,1.2,0.046,140.0,0.9927,3.33,0.33,10.1,1,0.25
0,7.0,0.14,0.41,0.9,0.037000000000000005,95.0,0.9914,3.25,0.43,10.9,1,0.23157894736842105
0,7.6,0.27,0.24,3.8,0.057999999999999996,115.0,0.9958,3.15,0.45,8.9,0,0.16521739130434782
0,7.6,0.28,0.39,1.9,0.052000000000000005,116.0,0.9941,3.25,0.4,10.4,1,0.19827586206896552
0,8.3,0.26,0.41,9.2,0.042,162.0,0.9944,3.1,0.38,12.0,1,0.25308641975308643
0,6.9,0.23,0.34,2.7,0.032,121.0,0.9902,3.14,0.38,12.4,1,0.19834710743801653
0,6.2,0.3,0.32,1.7,0.032,130.0,0.9911,3.28,0.41,11.2,1,0.23076923076923078
0,6.9,0.27,0.41,1.7,0.047,134.0,0.9929,3.15,0.69,11.4,1,0.04477611940298507
0,6.9,0.28,0.41,1.7,0.05,136.0,0.993,3.16,0.71,11.4,1,0.07352941176470588
0,6.9,0.28,0.3,1.6,0.047,132.0,0.9918,3.35,0.38,11.1,1,0.3484848484848485
0,6.9,0.46,0.2,0.9,0.054000000000000006,126.0,0.992,3.1,0.42,10.4,1,0.03968253968253968
0,6.9,0.38,0.32,8.5,0.044000000000000004,152.0,0.9932,3.38,0.35,12.0,1,0.23684210526315788
0,5.7,0.43,0.3,5.7,0.039,98.0,0.992,3.54,0.61,12.3,1,0.24489795918367346
0,6.6,0.56,0.16,3.1,0.045,92.0,0.9940000000000001,3.12,0.35,9.1,1,0.30434782608695654
0,7.1,0.36,0.56,1.3,0.046,102.0,0.9923,3.24,0.33,10.5,1,0.24509803921568626
0,6.8,0.23,0.4,1.6,0.047,133.0,0.993,3.23,0.7,11.4,1,0.03759398496240601
0,6.6,0.42,0.33,2.8,0.034,85.0,0.99,3.28,0.51,13.4,1,0.17647058823529413
0,7.3,0.18,0.29,1.2,0.044000000000000004,143.0,0.9918,3.2,0.48,11.3,1,0.08391608391608392
0,8.1,0.19,0.4,0.9,0.037000000000000005,180.0,0.9926,3.06,0.34,10.0,1,0.40555555555555556
0,5.9,0.19,0.26,7.4,0.034,123.0,0.995,3.49,0.42,10.1,1,0.2682926829268293
0,6.2,0.16,0.47,1.4,0.028999999999999998,81.0,0.99,3.26,0.42,12.2,1,0.2839506172839506
0,5.7,0.135,0.3,4.6,0.042,101.0,0.9946,3.31,0.42,9.3,1,0.18811881188118812
0,6.9,0.19,0.33,1.6,0.039,98.0,0.9898,3.09,0.46,12.3,1,0.2755102040816326
0,7.3,0.25,0.36,13.1,0.05,200.0,0.9986,3.04,0.46,8.9,1,0.175
0,7.0,0.2,0.34,5.7,0.035,83.0,0.9928,3.19,0.46,11.5,1,0.3855421686746988
0,6.3,0.67,0.48,12.6,0.052000000000000005,222.0,0.9979,3.17,0.52,9.3,1,0.25675675675675674
0,7.4,0.4,0.29,5.4,0.044000000000000004,122.0,0.9940000000000001,3.3,0.5,11.1,1,0.2540983606557377
0,7.1,0.26,0.31,2.2,0.044000000000000004,128.0,0.9937,3.34,0.64,10.9,1,0.2265625
0,9.0,0.31,0.48,6.6,0.043,73.0,0.9938,2.9,0.38,11.6,0,0.1506849315068493
0,6.3,0.39,0.24,6.9,0.069,117.0,0.9942,3.15,0.35,10.2,0,0.07692307692307693
0,8.2,0.22,0.36,6.8,0.034,90.0,0.9944,3.01,0.38,10.5,1,0.13333333333333333
0,7.1,0.19,0.28,3.6,0.033,78.0,0.993,2.91,0.78,11.4,1,0.20512820512820512
0,7.9,0.2,0.34,1.2,0.04,118.0,0.9932,3.14,0.41,10.6,1,0.2457627118644068
0,7.1,0.26,0.32,5.9,0.037000000000000005,97.0,0.9934,3.31,0.4,11.6,1,0.4020618556701031
0,6.9,0.3,0.33,4.1,0.035,155.0,0.9925,3.25,0.79,12.3,1,0.16774193548387098
0,8.1,0.29,0.49,7.1,0.042,124.0,0.9944,3.14,0.41,10.8,1,0.1774193548387097
0,5.8,0.17,0.3,1.4,0.037000000000000005,130.0,0.9909,3.29,0.38,11.3,1,0.4230769230769231
0,5.9,0.415,0.02,0.8,0.038,63.0,0.9932,3.36,0.36,9.3,0,0.3492063492063492
0,6.6,0.23,0.26,1.3,0.045,128.0,0.9934,3.36,0.6,10.0,1,0.125
0,9.2,0.28,0.49,11.8,0.042,137.0,0.998,3.1,0.34,10.1,0,0.2116788321167883
0,6.2,0.18,0.49,4.5,0.047,90.0,0.9919,3.27,0.37,11.6,1,0.18888888888888888
0,5.3,0.165,0.24,1.1,0.051,105.0,0.9925,3.32,0.47,9.1,0,0.23809523809523808
0,6.8,0.22,0.49,0.9,0.052000000000000005,128.0,0.991,3.25,0.35,11.4,1,0.203125
0,7.2,0.22,0.49,1.0,0.045,140.0,0.99,3.05,0.34,12.7,1,0.24285714285714285
0,7.4,0.25,0.49,1.1,0.042,156.0,0.9917,3.13,0.55,11.3,0,0.22435897435897437
0,8.2,0.18,0.49,1.1,0.033,81.0,0.9923,3.0,0.68,10.4,1,0.345679012345679
0,6.1,0.22,0.49,1.5,0.051,87.0,0.9928,3.3,0.46,9.6,0,0.20689655172413793
0,7.0,0.39,0.24,1.0,0.048,119.0,0.9923,3.0,0.31,10.1,0,0.06722689075630252
0,6.5,0.36,0.49,2.9,0.03,94.0,0.9902,3.1,0.49,12.1,1,0.1702127659574468
0,7.1,0.29,0.49,1.2,0.031,99.0,0.9893,3.07,0.33,12.2,1,0.32323232323232326
0,6.9,0.23,0.24,14.2,0.053,94.0,0.9982,3.17,0.5,9.6,0,0.20212765957446807
0,6.3,0.23,0.49,7.1,0.05,210.0,0.9951,3.23,0.34,9.5,0,0.319047619047619
0,6.1,0.25,0.49,7.6,0.052000000000000005,226.0,0.9956,3.16,0.47,8.9,0,0.29646017699115046
0,7.2,0.31,0.24,1.4,0.057,117.0,0.9928,3.16,0.35,10.5,0,0.1452991452991453
0,8.0,0.25,0.49,1.2,0.061,117.0,0.9938,3.08,0.34,9.4,0,0.23076923076923078
0,7.0,0.18,0.49,5.3,0.04,125.0,0.9914,3.24,0.4,12.2,1,0.272
0,7.8,0.43,0.49,13.0,0.033,158.0,0.9955,3.14,0.35,11.3,1,0.23417721518987342
0,6.3,0.27,0.49,1.2,0.063,92.0,0.9911,3.38,0.42,12.2,1,0.3804347826086957
0,7.4,0.16,0.49,1.2,0.055,150.0,0.9917,3.23,0.47,11.2,1,0.12
0,6.9,0.19,0.49,6.6,0.036000000000000004,172.0,0.9932,3.2,0.27,11.5,1,0.28488372093023256
0,7.2,0.4,0.49,1.1,0.048,138.0,0.9929,3.01,0.42,9.3,0,0.07971014492753623
0,7.6,0.52,0.49,14.0,0.034,156.0,0.9958,3.14,0.38,11.8,1,0.23717948717948717
0,7.9,0.11,0.49,4.5,0.048,133.0,0.9946,3.24,0.42,10.6,1,0.20300751879699247
0,6.4,0.145,0.49,5.4,0.048,164.0,0.9946,3.56,0.44,10.8,1,0.32926829268292684
0,8.3,0.19,0.49,1.2,0.051,137.0,0.9918,3.06,0.46,11.0,1,0.08029197080291971
0,8.0,0.44,0.49,9.1,0.031,151.0,0.9926,3.16,0.27,12.7,1,0.304635761589404
0,7.1,0.25,0.49,3.0,0.03,96.0,0.9903,3.13,0.39,12.3,1,0.3125
0,6.5,0.24,0.24,1.6,0.046,60.0,0.9928,3.19,0.39,9.8,0,0.25
0,7.8,0.21,0.49,1.35,0.052000000000000005,48.0,0.9911,3.15,0.28,11.4,0,0.125
0,7.0,0.2,0.49,5.9,0.038,128.0,0.9938,3.21,0.48,10.8,1,0.3046875
0,6.9,0.25,0.24,3.6,0.057,85.0,0.9942,2.99,0.48,9.5,0,0.15294117647058825
0,7.2,0.08,0.49,1.3,0.05,148.0,0.9945,3.46,0.44,10.2,1,0.12162162162162163
0,7.6,0.51,0.24,1.2,0.04,104.0,0.992,3.05,0.29,10.8,1,0.09615384615384616
0,7.9,0.22,0.24,4.6,0.044000000000000004,159.0,0.9927,2.99,0.28,11.5,1,0.24528301886792453
0,7.7,0.16,0.49,2.0,0.055999999999999994,124.0,0.9948,3.32,0.49,10.7,1,0.16129032258064516
0,6.6,0.25,0.24,1.7,0.048,124.0,0.9942,3.37,0.6,10.1,1,0.20967741935483872
0,6.7,0.16,0.49,2.4,0.046,187.0,0.9952,3.62,0.81,10.4,1,0.3048128342245989
0,7.5,0.32,0.24,4.6,0.053,134.0,0.9958,3.14,0.5,9.1,0,0.05970149253731343
0,7.4,0.28,0.49,1.5,0.034,126.0,0.9918,2.98,0.39,10.6,1,0.15873015873015872
0,6.2,0.15,0.49,0.9,0.033,51.0,0.9932,3.3,0.7,9.4,1,0.3333333333333333
0,5.6,0.185,0.49,1.1,0.03,117.0,0.9918,3.55,0.45,10.3,1,0.23931623931623933
0,7.5,0.2,0.49,1.3,0.031,97.0,0.9918,3.06,0.62,11.1,0,0.08247422680412371
0,8.0,0.3,0.49,9.4,0.046,188.0,0.9964,3.14,0.48,10.0,0,0.25
0,8.0,0.34,0.49,9.0,0.033,180.0,0.9936,3.13,0.38,12.3,1,0.21666666666666667
0,7.7,0.35,0.49,8.65,0.033,186.0,0.9931,3.14,0.38,12.4,1,0.22580645161290322
0,7.6,0.29,0.49,9.6,0.03,197.0,0.9938,3.13,0.38,12.3,1,0.22842639593908629
0,6.7,0.62,0.24,1.1,0.039,62.0,0.9934,3.41,0.32,10.4,0,0.0967741935483871
0,6.8,0.27,0.49,1.2,0.044000000000000004,126.0,0.99,3.13,0.48,12.1,1,0.2777777777777778
0,7.7,0.27,0.49,1.8,0.040999999999999995,86.0,0.9914,3.16,0.42,12.5,1,0.26744186046511625
0,6.7,0.51,0.24,2.1,0.043,155.0,0.9904,3.22,0.6,13.0,1,0.09032258064516129
0,7.4,0.19,0.49,9.3,0.03,132.0,0.9940000000000001,2.99,0.32,11.0,1,0.19696969696969696
0,8.3,0.2,0.49,1.7,0.04,169.0,0.9938,3.05,0.37,10.1,0,0.20118343195266272
0,6.6,0.3,0.24,1.2,0.034,121.0,0.9933,3.13,0.36,9.2,0,0.14049586776859505
0,6.8,0.36,0.24,4.6,0.039,124.0,0.9909,3.27,0.34,12.6,1,0.1935483870967742
0,9.2,0.18,0.49,1.5,0.040999999999999995,130.0,0.9945,3.04,0.49,9.8,1,0.3
0,8.1,0.2,0.49,8.1,0.051,205.0,0.9954,3.1,0.52,11.0,1,0.24878048780487805
0,6.8,0.21,0.49,14.5,0.06,170.0,0.9991,3.55,0.44,9.8,1,0.29411764705882354
0,7.9,0.2,0.49,1.6,0.053,144.0,0.993,3.16,0.47,10.5,0,0.10416666666666667
0,8.0,0.18,0.49,1.8,0.061,145.0,0.9942,3.23,0.48,10.0,0,0.06896551724137931
0,7.3,0.22,0.49,9.4,0.034,134.0,0.9939,2.99,0.32,11.0,1,0.21641791044776118
0,7.3,0.22,0.49,9.9,0.031,161.0,0.9937,3.01,0.28,11.2,1,0.2981366459627329
0,7.3,0.155,0.49,1.3,0.039,136.0,0.9926,3.14,0.77,10.5,1,0.25
0,8.2,0.22,0.49,9.6,0.037000000000000005,154.0,0.9951,3.02,0.33,10.6,1,0.34415584415584416
0,8.2,0.24,0.49,9.3,0.038,163.0,0.9952,3.02,0.33,10.6,1,0.31901840490797545
0,8.4,0.23,0.49,7.8,0.035,95.0,0.9935,3.04,0.34,12.0,1,0.23157894736842105
